11490 -> 1, Probabilidad: 1/1000
49390 -> 1, Probabilidad: 1/1000
48670 -> 1, Probabilidad: 1/1000
49140 -> 1, Probabilidad: 1/1000
48980 -> 1, Probabilidad: 1/1000
47860 -> 1, Probabilidad: 1/1000
47400 -> 1, Probabilidad: 1/1000
48840 -> 1, Probabilidad: 1/1000
49050 -> 1, Probabilidad: 1/1000
51520 -> 1, Probabilidad: 1/1000
51320 -> 1, Probabilidad: 1/1000
50900 -> 1, Probabilidad: 1/1000
51490 -> 1, Probabilidad: 1/1000
49660 -> 1, Probabilidad: 1/1000
49060 -> 1, Probabilidad: 1/1000
49630 -> 1, Probabilidad: 1/1000
46660 -> 1, Probabilidad: 1/1000
47010 -> 1, Probabilidad: 1/1000
48060 -> 1, Probabilidad: 1/1000
49010 -> 1, Probabilidad: 1/1000
48610 -> 1, Probabilidad: 1/1000
48290 -> 1, Probabilidad: 1/1000
47290 -> 1, Probabilidad: 1/1000
48240 -> 1, Probabilidad: 1/1000
48550 -> 1, Probabilidad: 1/1000
49110 -> 1, Probabilidad: 1/1000
49320 -> 1, Probabilidad: 1/1000
50920 -> 1, Probabilidad: 1/1000
50750 -> 1, Probabilidad: 1/1000
51010 -> 1, Probabilidad: 1/1000
50040 -> 1, Probabilidad: 1/1000
51530 -> 1, Probabilidad: 1/1000
50770 -> 1, Probabilidad: 1/1000
49870 -> 1, Probabilidad: 1/1000
50970 -> 1, Probabilidad: 1/1000
50780 -> 1, Probabilidad: 1/1000
51830 -> 1, Probabilidad: 1/1000
53520 -> 1, Probabilidad: 1/1000
54240 -> 2, Probabilidad: 2/1000
54090 -> 1, Probabilidad: 1/1000
54770 -> 1, Probabilidad: 1/1000
53780 -> 1, Probabilidad: 1/1000
54270 -> 1, Probabilidad: 1/1000
54690 -> 1, Probabilidad: 1/1000
53640 -> 1, Probabilidad: 1/1000
55200 -> 1, Probabilidad: 1/1000
56260 -> 2, Probabilidad: 2/1000
56850 -> 1, Probabilidad: 1/1000
55750 -> 2, Probabilidad: 2/1000
55210 -> 1, Probabilidad: 1/1000
54430 -> 1, Probabilidad: 1/1000
57560 -> 1, Probabilidad: 1/1000
56860 -> 2, Probabilidad: 2/1000
57120 -> 1, Probabilidad: 1/1000
56480 -> 1, Probabilidad: 1/1000
55660 -> 1, Probabilidad: 1/1000
57100 -> 1, Probabilidad: 1/1000
56920 -> 1, Probabilidad: 1/1000
56360 -> 1, Probabilidad: 1/1000
56690 -> 1, Probabilidad: 1/1000
57530 -> 1, Probabilidad: 1/1000
59880 -> 1, Probabilidad: 1/1000
60280 -> 1, Probabilidad: 1/1000
61030 -> 1, Probabilidad: 1/1000
61020 -> 1, Probabilidad: 1/1000
60960 -> 1, Probabilidad: 1/1000
60720 -> 1, Probabilidad: 1/1000
60400 -> 1, Probabilidad: 1/1000
59510 -> 1, Probabilidad: 1/1000
60220 -> 1, Probabilidad: 1/1000
59440 -> 1, Probabilidad: 1/1000
59720 -> 1, Probabilidad: 1/1000
57730 -> 1, Probabilidad: 1/1000
56400 -> 1, Probabilidad: 1/1000
56250 -> 2, Probabilidad: 2/1000
56370 -> 1, Probabilidad: 1/1000
54040 -> 1, Probabilidad: 1/1000
54360 -> 1, Probabilidad: 1/1000
55870 -> 1, Probabilidad: 1/1000
55030 -> 1, Probabilidad: 1/1000
55620 -> 1, Probabilidad: 1/1000
56340 -> 1, Probabilidad: 1/1000
56520 -> 1, Probabilidad: 1/1000
55540 -> 1, Probabilidad: 1/1000
55120 -> 1, Probabilidad: 1/1000
55260 -> 1, Probabilidad: 1/1000
57710 -> 1, Probabilidad: 1/1000
58900 -> 1, Probabilidad: 1/1000
58780 -> 1, Probabilidad: 1/1000
57960 -> 1, Probabilidad: 1/1000
58030 -> 1, Probabilidad: 1/1000
59030 -> 1, Probabilidad: 1/1000
57450 -> 1, Probabilidad: 1/1000
56820 -> 1, Probabilidad: 1/1000
57840 -> 1, Probabilidad: 1/1000
58290 -> 1, Probabilidad: 1/1000
58810 -> 1, Probabilidad: 1/1000
58830 -> 1, Probabilidad: 1/1000
58360 -> 1, Probabilidad: 1/1000
58600 -> 1, Probabilidad: 1/1000
58190 -> 1, Probabilidad: 1/1000
58660 -> 1, Probabilidad: 1/1000
59140 -> 2, Probabilidad: 2/1000
58990 -> 1, Probabilidad: 1/1000
58500 -> 1, Probabilidad: 1/1000
58330 -> 1, Probabilidad: 1/1000
57160 -> 1, Probabilidad: 1/1000
57240 -> 1, Probabilidad: 1/1000
57770 -> 1, Probabilidad: 1/1000
57570 -> 2, Probabilidad: 2/1000
57170 -> 1, Probabilidad: 1/1000
57230 -> 1, Probabilidad: 1/1000
56730 -> 1, Probabilidad: 1/1000
54510 -> 1, Probabilidad: 1/1000
54680 -> 1, Probabilidad: 1/1000
54400 -> 2, Probabilidad: 2/1000
54280 -> 1, Probabilidad: 1/1000
55080 -> 1, Probabilidad: 1/1000
55500 -> 1, Probabilidad: 1/1000
53670 -> 1, Probabilidad: 1/1000
54070 -> 1, Probabilidad: 1/1000
56900 -> 1, Probabilidad: 1/1000
55710 -> 1, Probabilidad: 1/1000
54000 -> 1, Probabilidad: 1/1000
52580 -> 1, Probabilidad: 1/1000
52210 -> 1, Probabilidad: 1/1000
52570 -> 1, Probabilidad: 1/1000
51020 -> 1, Probabilidad: 1/1000
51270 -> 1, Probabilidad: 1/1000
51950 -> 1, Probabilidad: 1/1000
52050 -> 1, Probabilidad: 1/1000
52660 -> 1, Probabilidad: 1/1000
53370 -> 1, Probabilidad: 1/1000
52980 -> 1, Probabilidad: 1/1000
53770 -> 1, Probabilidad: 1/1000
53960 -> 1, Probabilidad: 1/1000
54740 -> 1, Probabilidad: 1/1000
54940 -> 1, Probabilidad: 1/1000
54900 -> 1, Probabilidad: 1/1000
56130 -> 1, Probabilidad: 1/1000
55850 -> 1, Probabilidad: 1/1000
56000 -> 1, Probabilidad: 1/1000
56240 -> 1, Probabilidad: 1/1000
55480 -> 1, Probabilidad: 1/1000
56230 -> 1, Probabilidad: 1/1000
54790 -> 1, Probabilidad: 1/1000
55350 -> 1, Probabilidad: 1/1000
55280 -> 1, Probabilidad: 1/1000
57090 -> 1, Probabilidad: 1/1000
58000 -> 1, Probabilidad: 1/1000
57190 -> 1, Probabilidad: 1/1000
57500 -> 1, Probabilidad: 1/1000
57540 -> 1, Probabilidad: 1/1000
57920 -> 1, Probabilidad: 1/1000
58670 -> 1, Probabilidad: 1/1000
58620 -> 1, Probabilidad: 1/1000
59020 -> 1, Probabilidad: 1/1000
58700 -> 1, Probabilidad: 1/1000
57970 -> 1, Probabilidad: 1/1000
58120 -> 1, Probabilidad: 1/1000
58980 -> 1, Probabilidad: 1/1000
58920 -> 1, Probabilidad: 1/1000
59190 -> 2, Probabilidad: 2/1000
58870 -> 1, Probabilidad: 1/1000

11111101--> Representación del simbolo : 18640
11111100--> Representación del simbolo : 18470
11111111--> Representación del simbolo : 19160
11111001--> Representación del simbolo : 13730
11111000--> Representación del simbolo : 19110
00011001--> Representación del simbolo : 11360
00011000--> Representación del simbolo : 11330
00011011--> Representación del simbolo : 11450
00011010--> Representación del simbolo : 11710
00000101--> Representación del simbolo : 12840
00000100--> Representación del simbolo : 12910
00000111--> Representación del simbolo : 12920
00000110--> Representación del simbolo : 13120
00000001--> Representación del simbolo : 13130
00000000--> Representación del simbolo : 13680
00000011--> Representación del simbolo : 15370
00000010--> Representación del simbolo : 16690
00001101--> Representación del simbolo : 18180
00001100--> Representación del simbolo : 18790
00001111--> Representación del simbolo : 18410
00001110--> Representación del simbolo : 18970
00001001--> Representación del simbolo : 19190
00001000--> Representación del simbolo : 19060
00001011--> Representación del simbolo : 19360
00001010--> Representación del simbolo : 19240
00010101--> Representación del simbolo : 19170
00010100--> Representación del simbolo : 23180
00010111--> Representación del simbolo : 23570
00010110--> Representación del simbolo : 33970
00010001--> Representación del simbolo : 34820
00010000--> Representación del simbolo : 34240
00010011--> Representación del simbolo : 48450
00010010--> Representación del simbolo : 48050
111111101--> Representación del simbolo : 56880
111111100--> Representación del simbolo : 11290
000111101--> Representación del simbolo : 11420
000111100--> Representación del simbolo : 13100
000111111--> Representación del simbolo : 12960
000111110--> Representación del simbolo : 12970
000111001--> Representación del simbolo : 13090
000111000--> Representación del simbolo : 13020
000111011--> Representación del simbolo : 13040
000111010--> Representación del simbolo : 13710
111100101--> Representación del simbolo : 13230
111100100--> Representación del simbolo : 13540
111100111--> Representación del simbolo : 13600
111100110--> Representación del simbolo : 13500
111100001--> Representación del simbolo : 13810
111100000--> Representación del simbolo : 13830
111100011--> Representación del simbolo : 13670
111100010--> Representación del simbolo : 13800
111101101--> Representación del simbolo : 15750
111101100--> Representación del simbolo : 15680
111101111--> Representación del simbolo : 15470
111101110--> Representación del simbolo : 15550
111101001--> Representación del simbolo : 15050
111101000--> Representación del simbolo : 15380
111101011--> Representación del simbolo : 15430
111101010--> Representación del simbolo : 16040
110010101--> Representación del simbolo : 16150
110010100--> Representación del simbolo : 16230
110010111--> Representación del simbolo : 16310
110010110--> Representación del simbolo : 16260
110010001--> Representación del simbolo : 17620
110010000--> Representación del simbolo : 17740
110010011--> Representación del simbolo : 17880
110010010--> Representación del simbolo : 17970
110011101--> Representación del simbolo : 18600
110011100--> Representación del simbolo : 18500
110011111--> Representación del simbolo : 18350
110011110--> Representación del simbolo : 18190
110011001--> Representación del simbolo : 19200
110011000--> Representación del simbolo : 18090
110011011--> Representación del simbolo : 18770
110011010--> Representación del simbolo : 19040
110000101--> Representación del simbolo : 18840
110000100--> Representación del simbolo : 19010
110000111--> Representación del simbolo : 19280
110000110--> Representación del simbolo : 19430
110000001--> Representación del simbolo : 18950
110000000--> Representación del simbolo : 18900
110000011--> Representación del simbolo : 19390
110000010--> Representación del simbolo : 22740
110001101--> Representación del simbolo : 23490
110001100--> Representación del simbolo : 23580
110001111--> Representación del simbolo : 23360
110001110--> Representación del simbolo : 27830
110001001--> Representación del simbolo : 30980
110001000--> Representación del simbolo : 32790
110001011--> Representación del simbolo : 33760
110001010--> Representación del simbolo : 35920
110110101--> Representación del simbolo : 37520
110110100--> Representación del simbolo : 38210
110110111--> Representación del simbolo : 38680
110110110--> Representación del simbolo : 39360
110110001--> Representación del simbolo : 40230
110110000--> Representación del simbolo : 33220
110110011--> Representación del simbolo : 37420
110110010--> Representación del simbolo : 37910
110111101--> Representación del simbolo : 37620
110111100--> Representación del simbolo : 37070
110111111--> Representación del simbolo : 33300
110111110--> Representación del simbolo : 31890
110111001--> Representación del simbolo : 35880
110111000--> Representación del simbolo : 44660
110111011--> Representación del simbolo : 46140
110111010--> Representación del simbolo : 46440
110100101--> Representación del simbolo : 47220
110100100--> Representación del simbolo : 46630
110100111--> Representación del simbolo : 47510
110100110--> Representación del simbolo : 47880
110100001--> Representación del simbolo : 48860
110100000--> Representación del simbolo : 48810
110100011--> Representación del simbolo : 49250
110100010--> Representación del simbolo : 51350
110101101--> Representación del simbolo : 51450
110101100--> Representación del simbolo : 56160
110101111--> Representación del simbolo : 56550
110101110--> Representación del simbolo : 56810
110101001--> Representación del simbolo : 47110
110101000--> Representación del simbolo : 50180
110101011--> Representación del simbolo : 54240
110101010--> Representación del simbolo : 56260
011010101--> Representación del simbolo : 55750
011010100--> Representación del simbolo : 56860
011010111--> Representación del simbolo : 56250
011010110--> Representación del simbolo : 59140
011010001--> Representación del simbolo : 57570
011010000--> Representación del simbolo : 54400
011010011--> Representación del simbolo : 59190
1111101101--> Representación del simbolo : 11490
1111101100--> Representación del simbolo : 11260
1111101111--> Representación del simbolo : 11280
1111101110--> Representación del simbolo : 11300
1111101001--> Representación del simbolo : 11340
1111101000--> Representación del simbolo : 11310
1111101011--> Representación del simbolo : 11400
1111101010--> Representación del simbolo : 11430
1110010101--> Representación del simbolo : 11500
1110010100--> Representación del simbolo : 11750
1110010111--> Representación del simbolo : 11730
1110010110--> Representación del simbolo : 11870
1110010001--> Representación del simbolo : 11960
1110010000--> Representación del simbolo : 11890
1110010011--> Representación del simbolo : 11980
1110010010--> Representación del simbolo : 12270
1110011101--> Representación del simbolo : 12140
1110011100--> Representación del simbolo : 12400
1110011111--> Representación del simbolo : 12830
1110011110--> Representación del simbolo : 12740
1110011001--> Representación del simbolo : 12800
1110011000--> Representación del simbolo : 13050
1110011011--> Representación del simbolo : 12770
1110011010--> Representación del simbolo : 12900
1110000101--> Representación del simbolo : 13070
1110000100--> Representación del simbolo : 13300
1110000111--> Representación del simbolo : 12990
1110000110--> Representación del simbolo : 13000
1110000001--> Representación del simbolo : 13110
1110000000--> Representación del simbolo : 13370
1110000011--> Representación del simbolo : 13640
1110000010--> Representación del simbolo : 13610
1110001101--> Representación del simbolo : 13280
1110001100--> Representación del simbolo : 13200
1110001111--> Representación del simbolo : 13250
1110001110--> Representación del simbolo : 13480
1110001001--> Representación del simbolo : 13580
1110001000--> Representación del simbolo : 13410
1110001011--> Representación del simbolo : 13320
1110001010--> Representación del simbolo : 13520
1110110101--> Representación del simbolo : 13620
1110110100--> Representación del simbolo : 13870
1110110111--> Representación del simbolo : 13690
1110110110--> Representación del simbolo : 13780
1110110001--> Representación del simbolo : 13750
1110110000--> Representación del simbolo : 13570
1110110011--> Representación del simbolo : 13380
1110110010--> Representación del simbolo : 13590
1110111101--> Representación del simbolo : 13360
1110111100--> Representación del simbolo : 13790
1110111111--> Representación del simbolo : 13650
1110111110--> Representación del simbolo : 14070
1110111001--> Representación del simbolo : 14000
1110111000--> Representación del simbolo : 14140
1110111011--> Representación del simbolo : 14310
1110111010--> Representación del simbolo : 14460
1110100101--> Representación del simbolo : 14820
1110100100--> Representación del simbolo : 15040
1110100111--> Representación del simbolo : 15230
1110100110--> Representación del simbolo : 15630
1110100001--> Representación del simbolo : 15410
1110100000--> Representación del simbolo : 15520
1110100011--> Representación del simbolo : 15480
1110100010--> Representación del simbolo : 15500
1110101101--> Representación del simbolo : 15210
1110101100--> Representación del simbolo : 14810
1110101111--> Representación del simbolo : 15020
1110101110--> Representación del simbolo : 15200
1110101001--> Representación del simbolo : 15570
1110101000--> Representación del simbolo : 15320
1110101011--> Representación del simbolo : 15510
1110101010--> Representación del simbolo : 15400
0011010101--> Representación del simbolo : 15270
0011010100--> Representación del simbolo : 15220
0011010111--> Representación del simbolo : 15360
0011010110--> Representación del simbolo : 15310
0011010001--> Representación del simbolo : 15300
0011010000--> Representación del simbolo : 15870
0011010011--> Representación del simbolo : 15820
0011010010--> Representación del simbolo : 15640
0011011101--> Representación del simbolo : 16000
0011011100--> Representación del simbolo : 15950
0011011111--> Representación del simbolo : 16440
0011011110--> Representación del simbolo : 16190
0011011001--> Representación del simbolo : 15780
0011011000--> Representación del simbolo : 15920
0011011011--> Representación del simbolo : 15900
0011011010--> Representación del simbolo : 15980
0011000101--> Representación del simbolo : 15970
0011000100--> Representación del simbolo : 16010
0011000111--> Representación del simbolo : 16060
0011000110--> Representación del simbolo : 15880
0011000001--> Representación del simbolo : 15830
0011000000--> Representación del simbolo : 15940
0011000011--> Representación del simbolo : 16100
0011000010--> Representación del simbolo : 16220
0011001101--> Representación del simbolo : 16670
0011001100--> Representación del simbolo : 16610
0011001111--> Representación del simbolo : 16640
0011001110--> Representación del simbolo : 16940
0011001001--> Representación del simbolo : 17810
0011001000--> Representación del simbolo : 18100
0011001011--> Representación del simbolo : 17890
0011001010--> Representación del simbolo : 17770
0011110101--> Representación del simbolo : 17850
0011110100--> Representación del simbolo : 17900
0011110111--> Representación del simbolo : 17420
0011110110--> Representación del simbolo : 18000
0011110001--> Representación del simbolo : 17930
0011110000--> Representación del simbolo : 17960
0011110011--> Representación del simbolo : 18120
0011110010--> Representación del simbolo : 18240
0011111101--> Representación del simbolo : 18690
0011111100--> Representación del simbolo : 18560
0011111111--> Representación del simbolo : 18820
0011111110--> Representación del simbolo : 18750
0011111001--> Representación del simbolo : 18450
0011111000--> Representación del simbolo : 18570
0011111011--> Representación del simbolo : 18210
0011111010--> Representación del simbolo : 18440
0011100101--> Representación del simbolo : 18340
0011100100--> Representación del simbolo : 18330
0011100111--> Representación del simbolo : 19180
0011100110--> Representación del simbolo : 18920
0011100001--> Representación del simbolo : 19090
0011100000--> Representación del simbolo : 18880
0011100011--> Representación del simbolo : 18860
0011100010--> Representación del simbolo : 17910
0011101101--> Representación del simbolo : 17040
0011101100--> Representación del simbolo : 17050
0011101111--> Representación del simbolo : 17030
0011101110--> Representación del simbolo : 17310
0011101001--> Representación del simbolo : 17250
0011101000--> Representación del simbolo : 16630
0011101011--> Representación del simbolo : 16920
0011101010--> Representación del simbolo : 16720
0010010101--> Representación del simbolo : 16980
0010010100--> Representación del simbolo : 17120
0010010111--> Representación del simbolo : 16970
0010010110--> Representación del simbolo : 16900
0010010001--> Representación del simbolo : 17350
0010010000--> Representación del simbolo : 17730
0010010011--> Representación del simbolo : 17570
0010010010--> Representación del simbolo : 17790
0010011101--> Representación del simbolo : 18080
0010011100--> Representación del simbolo : 18250
0010011111--> Representación del simbolo : 18480
0010011110--> Representación del simbolo : 18520
0010011001--> Representación del simbolo : 19370
0010011000--> Representación del simbolo : 19590
0010011011--> Representación del simbolo : 19470
0010011010--> Representación del simbolo : 19560
0010000101--> Representación del simbolo : 19130
0010000100--> Representación del simbolo : 18910
0010000111--> Representación del simbolo : 19350
0010000110--> Representación del simbolo : 19290
0010000001--> Representación del simbolo : 19320
0010000000--> Representación del simbolo : 19000
0010000011--> Representación del simbolo : 18800
0010000010--> Representación del simbolo : 19100
0010001101--> Representación del simbolo : 18990
0010001100--> Representación del simbolo : 19140
0010001111--> Representación del simbolo : 19030
0010001110--> Representación del simbolo : 18940
0010001001--> Representación del simbolo : 19120
0010001000--> Representación del simbolo : 19220
0010001011--> Representación del simbolo : 19230
0010001010--> Representación del simbolo : 19150
0010110101--> Representación del simbolo : 19050
0010110100--> Representación del simbolo : 19270
0010110111--> Representación del simbolo : 18740
0010110110--> Representación del simbolo : 18010
0010110001--> Representación del simbolo : 18280
0010110000--> Representación del simbolo : 18220
0010110011--> Representación del simbolo : 18200
0010110010--> Representación del simbolo : 18320
0010111101--> Representación del simbolo : 17870
0010111100--> Representación del simbolo : 17780
0010111111--> Representación del simbolo : 17950
0010111110--> Representación del simbolo : 18070
0010111001--> Representación del simbolo : 18270
0010111000--> Representación del simbolo : 18300
0010111011--> Representación del simbolo : 18380
0010111010--> Representación del simbolo : 18780
0010100101--> Representación del simbolo : 19300
0010100100--> Representación del simbolo : 19330
0010100111--> Representación del simbolo : 19380
0010100110--> Representación del simbolo : 19490
0010100001--> Representación del simbolo : 20330
0010100000--> Representación del simbolo : 20640
0010100011--> Representación del simbolo : 21190
0010100010--> Representación del simbolo : 21720
0010101101--> Representación del simbolo : 22270
0010101100--> Representación del simbolo : 22630
0010101111--> Representación del simbolo : 22830
0010101110--> Representación del simbolo : 23080
0010101001--> Representación del simbolo : 22760
0010101000--> Representación del simbolo : 22980
0010101011--> Representación del simbolo : 22940
0010101010--> Representación del simbolo : 22550
1001010101--> Representación del simbolo : 22870
1001010100--> Representación del simbolo : 23050
1001010111--> Representación del simbolo : 22950
1001010110--> Representación del simbolo : 22970
1001010001--> Representación del simbolo : 23910
1001010000--> Representación del simbolo : 23950
1001010011--> Representación del simbolo : 23480
1001010010--> Representación del simbolo : 23550
1001011101--> Representación del simbolo : 23720
1001011100--> Representación del simbolo : 23390
1001011111--> Representación del simbolo : 23660
1001011110--> Representación del simbolo : 23890
1001011001--> Representación del simbolo : 23430
1001011000--> Representación del simbolo : 22800
1001011011--> Representación del simbolo : 22700
1001011010--> Representación del simbolo : 23120
1001000101--> Representación del simbolo : 22660
1001000100--> Representación del simbolo : 22750
1001000111--> Representación del simbolo : 23460
1001000110--> Representación del simbolo : 23310
1001000001--> Representación del simbolo : 23420
1001000000--> Representación del simbolo : 23670
1001000011--> Representación del simbolo : 23600
1001000010--> Representación del simbolo : 23270
1001001101--> Representación del simbolo : 23040
1001001100--> Representación del simbolo : 23320
1001001111--> Representación del simbolo : 23380
1001001110--> Representación del simbolo : 23900
1001001001--> Representación del simbolo : 24470
1001001000--> Representación del simbolo : 24160
1001001011--> Representación del simbolo : 24390
1001001010--> Representación del simbolo : 24870
1001110101--> Representación del simbolo : 24690
1001110100--> Representación del simbolo : 24830
1001110111--> Representación del simbolo : 24910
1001110110--> Representación del simbolo : 25750
1001110001--> Representación del simbolo : 26660
1001110000--> Representación del simbolo : 26600
1001110011--> Representación del simbolo : 26860
1001110010--> Representación del simbolo : 27770
1001111101--> Representación del simbolo : 27480
1001111100--> Representación del simbolo : 26730
1001111111--> Representación del simbolo : 26350
1001111110--> Representación del simbolo : 27010
1001111001--> Representación del simbolo : 26900
1001111000--> Representación del simbolo : 26780
1001111011--> Representación del simbolo : 27190
1001111010--> Representación del simbolo : 27100
1001100101--> Representación del simbolo : 26570
1001100100--> Representación del simbolo : 26770
1001100111--> Representación del simbolo : 26380
1001100110--> Representación del simbolo : 26540
1001100001--> Representación del simbolo : 26830
1001100000--> Representación del simbolo : 26580
1001100011--> Representación del simbolo : 26870
1001100010--> Representación del simbolo : 27570
1001101101--> Representación del simbolo : 27980
1001101100--> Representación del simbolo : 28220
1001101111--> Representación del simbolo : 28890
1001101110--> Representación del simbolo : 28740
1001101001--> Representación del simbolo : 28960
1001101000--> Representación del simbolo : 28970
1001101011--> Representación del simbolo : 28530
1001101010--> Representación del simbolo : 28560
1000010101--> Representación del simbolo : 29220
1000010100--> Representación del simbolo : 29430
1000010111--> Representación del simbolo : 29650
1000010110--> Representación del simbolo : 29660
1000010001--> Representación del simbolo : 31560
1000010000--> Representación del simbolo : 32920
1000010011--> Representación del simbolo : 31650
1000010010--> Representación del simbolo : 32590
1000011101--> Representación del simbolo : 33720
1000011100--> Representación del simbolo : 34190
1000011111--> Representación del simbolo : 33900
1000011110--> Representación del simbolo : 32900
1000011001--> Representación del simbolo : 33570
1000011000--> Representación del simbolo : 33210
1000011011--> Representación del simbolo : 32880
1000011010--> Representación del simbolo : 31400
1000000101--> Representación del simbolo : 31000
1000000100--> Representación del simbolo : 31020
1000000111--> Representación del simbolo : 30430
1000000110--> Representación del simbolo : 31570
1000000001--> Representación del simbolo : 31480
1000000000--> Representación del simbolo : 33850
1000000011--> Representación del simbolo : 35090
1000000010--> Representación del simbolo : 34640
1000001101--> Representación del simbolo : 34980
1000001100--> Representación del simbolo : 36960
1000001111--> Representación del simbolo : 37470
1000001110--> Representación del simbolo : 39760
1000001001--> Representación del simbolo : 39720
1000001000--> Representación del simbolo : 37970
1000001011--> Representación del simbolo : 41330
1000001010--> Representación del simbolo : 41010
1000110101--> Representación del simbolo : 40050
1000110100--> Representación del simbolo : 39340
1000110111--> Representación del simbolo : 40370
1000110110--> Representación del simbolo : 41100
1000110001--> Representación del simbolo : 40510
1000110000--> Representación del simbolo : 40850
1000110011--> Representación del simbolo : 41220
1000110010--> Representación del simbolo : 40540
1000111101--> Representación del simbolo : 40830
1000111100--> Representación del simbolo : 39850
1000111111--> Representación del simbolo : 38630
1000111110--> Representación del simbolo : 38010
1000111001--> Representación del simbolo : 37200
1000111000--> Representación del simbolo : 35710
1000111011--> Representación del simbolo : 32720
1000111010--> Representación del simbolo : 32780
1000100101--> Representación del simbolo : 34250
1000100100--> Representación del simbolo : 35840
1000100111--> Representación del simbolo : 35890
1000100110--> Representación del simbolo : 34950
1000100001--> Representación del simbolo : 34660
1000100000--> Representación del simbolo : 33080
1000100011--> Representación del simbolo : 33250
1000100010--> Representación del simbolo : 34300
1000101101--> Representación del simbolo : 34520
1000101100--> Representación del simbolo : 34770
1000101111--> Representación del simbolo : 37240
1000101110--> Representación del simbolo : 38980
1000101001--> Representación del simbolo : 38720
1000101000--> Representación del simbolo : 39080
1000101011--> Representación del simbolo : 37760
1000101010--> Representación del simbolo : 38620
1011010101--> Representación del simbolo : 35940
1011010100--> Representación del simbolo : 36230
1011010111--> Representación del simbolo : 37010
1011010110--> Representación del simbolo : 35850
1011010001--> Representación del simbolo : 37130
1011010000--> Representación del simbolo : 36880
1011010011--> Representación del simbolo : 36680
1011010010--> Representación del simbolo : 35530
1011011101--> Representación del simbolo : 34130
1011011100--> Representación del simbolo : 35800
1011011111--> Representación del simbolo : 36550
1011011110--> Representación del simbolo : 36080
1011011001--> Representación del simbolo : 35330
1011011000--> Representación del simbolo : 36520
1011011011--> Representación del simbolo : 36760
1011011010--> Representación del simbolo : 35670
1011000101--> Representación del simbolo : 36210
1011000100--> Representación del simbolo : 36900
1011000111--> Representación del simbolo : 36280
1011000110--> Representación del simbolo : 37110
1011000001--> Representación del simbolo : 37160
1011000000--> Representación del simbolo : 36460
1011000011--> Representación del simbolo : 36120
1011000010--> Representación del simbolo : 35470
1011001101--> Representación del simbolo : 34790
1011001100--> Representación del simbolo : 34940
1011001111--> Representación del simbolo : 34880
1011001110--> Representación del simbolo : 34760
1011001001--> Representación del simbolo : 34540
1011001000--> Representación del simbolo : 32860
1011001011--> Representación del simbolo : 32260
1011001010--> Representación del simbolo : 31850
1011110101--> Representación del simbolo : 31190
1011110100--> Representación del simbolo : 30030
1011110111--> Representación del simbolo : 31800
1011110110--> Representación del simbolo : 31380
1011110001--> Representación del simbolo : 32160
1011110000--> Representación del simbolo : 32330
1011110011--> Representación del simbolo : 32710
1011110010--> Representación del simbolo : 33360
1011111101--> Representación del simbolo : 32480
1011111100--> Representación del simbolo : 31870
1011111111--> Representación del simbolo : 32250
1011111110--> Representación del simbolo : 32340
1011111001--> Representación del simbolo : 32840
1011111000--> Representación del simbolo : 32650
1011111011--> Representación del simbolo : 32240
1011111010--> Representación del simbolo : 31880
1011100101--> Representación del simbolo : 32850
1011100100--> Representación del simbolo : 33330
1011100111--> Representación del simbolo : 32980
1011100110--> Representación del simbolo : 34550
1011100001--> Representación del simbolo : 33750
1011100000--> Representación del simbolo : 32610
1011100011--> Representación del simbolo : 32730
1011100010--> Representación del simbolo : 32070
1011101101--> Representación del simbolo : 31810
1011101100--> Representación del simbolo : 31730
1011101111--> Representación del simbolo : 32200
1011101110--> Representación del simbolo : 31990
1011101001--> Representación del simbolo : 32110
1011101000--> Representación del simbolo : 31530
1011101011--> Representación del simbolo : 31230
1011101010--> Representación del simbolo : 30290
1010010101--> Representación del simbolo : 30540
1010010100--> Representación del simbolo : 30920
1010010111--> Representación del simbolo : 31760
1010010110--> Representación del simbolo : 31470
1010010001--> Representación del simbolo : 31770
1010010000--> Representación del simbolo : 32310
1010010011--> Representación del simbolo : 33030
1010010010--> Representación del simbolo : 36970
1010011101--> Representación del simbolo : 38350
1010011100--> Representación del simbolo : 35700
1010011111--> Representación del simbolo : 34600
1010011110--> Representación del simbolo : 34100
1010011001--> Representación del simbolo : 33480
1010011000--> Representación del simbolo : 34670
1010011011--> Representación del simbolo : 34210
1010011010--> Representación del simbolo : 33670
1010000101--> Representación del simbolo : 32290
1010000100--> Representación del simbolo : 32630
1010000111--> Representación del simbolo : 33430
1010000110--> Representación del simbolo : 33770
1010000001--> Representación del simbolo : 34350
1010000000--> Representación del simbolo : 33680
1010000011--> Representación del simbolo : 33990
1010000010--> Representación del simbolo : 33640
1010001101--> Representación del simbolo : 33740
1010001100--> Representación del simbolo : 34000
1010001111--> Representación del simbolo : 35320
1010001110--> Representación del simbolo : 34840
1010001001--> Representación del simbolo : 34860
1010001000--> Representación del simbolo : 35660
1010001011--> Representación del simbolo : 36500
1010001010--> Representación del simbolo : 36580
1010110101--> Representación del simbolo : 37220
1010110100--> Representación del simbolo : 37270
1010110111--> Representación del simbolo : 37540
1010110110--> Representación del simbolo : 37610
1010110001--> Representación del simbolo : 36910
1010110000--> Representación del simbolo : 37660
1010110011--> Representación del simbolo : 36640
1010110010--> Representación del simbolo : 37290
